name,plot,weight,weightRatio,presence
Medicago_lupulina,D04,0.0024,0.001,0
Pimpinella_saxifraga,D04,0.0024,0.001,0
Plantago_lanceolata,D04,0.0024,0.001,1
Poa_pratensis,D04,0.24,0.1,1
Sanguisorba_minor,D04,0.0024,0.001,0
Achillea_millefolium,D05,0,0,1
Agrostis_capillaris,D05,0,0,1
Campanula_rotundifolia,D05,0,0,1
Crepis_biennis,D05,0,0,0
Cynosurus_cristatus,D05,0.03,0.065,0
Daucus_carota,D05,0,0,0
Festuca_rubra,D05,0,0,0
Helictotrichon_pubescens,D05,0.01,0.017,0
Leontodon_hispidus,D05,0.1,0.206,0
Luzula_campestris,D05,0,0,0
Medicago_lupulina,D05,0.06,0.115,1
Onobrychis_viciifolia,D05,0.02,0.035,0
Plantago_lanceolata,D05,0,0,0
Poa_angustifolia,D05,0.1,0.218,1
Ranunculus_bulbosus,D05,0.12,0.252,0
Saxifraga_granulata,D05,0,0,0
Thymus_pulegioides,D05,0,0,0
Tragopogon_pratensis,D05,0.04,0.093,1
Veronica_chamaedrys,D05,0,0,1
Vicia_cracca,D05,0,0,0
Achillea_millefolium,D06,0.05,0.098,1
Anthoxanthum_odoratum,D06,0,0.009,0
Bromus_hordeaceus,D06,0.01,0.018,1
Campanula_glomerata,D06,0.01,0.011,0
Campanula_rotundifolia,D06,0.01,0.028,0
Cardamine_pratensis,D06,0.04,0.089,1
Cynosurus_cristatus,D06,0.06,0.128,0
Helictotrichon_pubescens,D06,0.04,0.084,0
Hypochaeris_radicata,D06,0,0,1
Leontodon_hispidus,D06,0,0.002,0
Luzula_campestris,D06,0,0.01,0
Medicago_lupulina,D06,0,0.002,1
Onobrychis_viciifolia,D06,0.07,0.144,1
Phleum_pratense,D06,0.03,0.061,0
Primula_veris,D06,0.08,0.162,0
Ranunculus_bulbosus,D06,0.04,0.073,0
Saxifraga_granulata,D06,0,0.002,0
Silene_flos-cuculi,D06,0,0.004,1
Tragopogon_pratensis,D06,0.03,0.07,0
Vicia_cracca,D06,0,0.004,0
Achillea_millefolium,D07,0.02,0.044,1
Anthoxanthum_odoratum,D07,0,0,0
Bromus_hordeaceus,D07,0,0,1
Campanula_glomerata,D07,0.03,0.055,1
Campanula_rotundifolia,D07,0,0.003,0
Cynosurus_cristatus,D07,0,0.004,0
Daucus_carota,D07,0.01,0.028,0
Festuca_rubra,D07,0.14,0.294,0
Galium_album,D07,0,0,1
Geranium_pratense,D07,0.07,0.146,0
Helictotrichon_pubescens,D07,0,0.002,0
Luzula_campestris,D07,0,0,0
Medicago_lupulina,D07,0.07,0.138,0
Plantago_media,D07,0.04,0.082,1
Ranunculus_bulbosus,D07,0.09,0.191,1
Saxifraga_granulata,D07,0,0,0
Silene_dioica,D07,0,0,0
Veronica_chamaedrys,D07,0,0,1
Vicia_cracca,D07,0.01,0.012,0
Vicia_sepium,D07,0,0,0
Achillea_millefolium,D08,0.03,0.059,1
Bromus_erectus,D08,0.06,0.125,0
Bromus_hordeaceus,D08,0,0.009,1
Campanula_patula,D08,0,0.004,0
Campanula_rotundifolia,D08,0.01,0.03,1
Cardamine_pratensis,D08,0.05,0.095,1
Festuca_rubra,D08,0.03,0.066,0
Geranium_pratense,D08,0.05,0.113,0
Leontodon_hispidus,D08,0.01,0.022,0
Luzula_campestris,D08,0.02,0.032,0
Medicago_lupulina,D08,0.02,0.036,1
Poa_angustifolia,D08,0.04,0.083,1
Primula_veris,D08,0.08,0.158,0
Saxifraga_granulata,D08,0,0.006,0
Silene_flos-cuculi,D08,0.01,0.016,1
Thymus_pulegioides,D08,0.01,0.011,0
Trisetum_flavescens,D08,0.01,0.018,1
Veronica_chamaedrys,D08,0,0.006,0
Vicia_cracca,D08,0.05,0.099,1
Vicia_sepium,D08,0.01,0.015,0
Achillea_millefolium,D09,0.02,0.05,1
Agrostis_capillaris,D09,0.01,0.024,1
Briza_media,D09,0.03,0.071,1
Bromus_erectus,D09,0.12,0.242,0
Bromus_hordeaceus,D09,0.03,0.056,1
Campanula_glomerata,D09,0.05,0.102,1
Cardamine_pratensis,D09,0.02,0.046,1
Galium_album,D09,0.01,0.026,0
Hypochaeris_radicata,D09,0,0.008,1
Leontodon_hispidus,D09,0.02,0.038,0
Luzula_campestris,D09,0.01,0.011,0
Medicago_lupulina,D09,0.01,0.025,1
Onobrychis_viciifolia,D09,0.03,0.065,0
Phleum_pratense,D09,0.03,0.056,0
Plantago_lanceolata,D09,0.02,0.048,1
Ranunculus_acris,D09,0.02,0.037,1
Saxifraga_granulata,D09,0.01,0.02,0
Silene_flos-cuculi,D09,0.02,0.032,1
Thymus_pulegioides,D09,0.01,0.031,0
Vicia_sepium,D09,0,0.01,0
Achillea_millefolium,D10,0.02,0.034,1
Anthoxanthum_odoratum,D10,0.02,0.046,0
Bromus_erectus,D10,0.09,0.185,0
Campanula_glomerata,D10,0.05,0.113,1
Cardamine_pratensis,D10,0.01,0.024,0
Crepis_biennis,D10,0.01,0.022,0
Festuca_rubra,D10,0.03,0.055,0
Helictotrichon_pubescens,D10,0.04,0.074,0
Medicago_lupulina,D10,0.02,0.045,0
Onobrychis_viciifolia,D10,0.02,0.038,0
Plantago_lanceolata,D10,0.01,0.023,1
Poa_angustifolia,D10,0.04,0.09,1
Prunella_vulgaris,D10,0.02,0.04,1
Ranunculus_acris,D10,0.01,0.024,0
Ranunculus_bulbosus,D10,0.01,0.03,0
Saxifraga_granulata,D10,0.01,0.026,0
Silene_dioica,D10,0.02,0.044,0
Silene_flos-cuculi,D10,0.02,0.034,1
Tragopogon_pratensis,D10,0.02,0.036,1
Vicia_cracca,D10,0.01,0.017,0
Agrostis_capillaris,D11,0,0.001,1
Briza_media,D11,0.05,0.095,1
Campanula_patula,D11,0.02,0.035,1
Campanula_rotundifolia,D11,0,0.01,0
Crepis_biennis,D11,0,0.01,0
Daucus_carota,D11,0.01,0.011,1
Festuca_rubra,D11,0.02,0.04,0
Galium_album,D11,0,0.005,1
Helictotrichon_pubescens,D11,0.11,0.22,0
Luzula_campestris,D11,0,0,0
Onobrychis_viciifolia,D11,0.04,0.089,0
Plantago_media,D11,0.01,0.022,1
Primula_veris,D11,0.1,0.21,0
Ranunculus_acris,D11,0.01,0.02,1
Ranunculus_bulbosus,D11,0.02,0.047,1
Silene_dioica,D11,0.03,0.064,1
Trisetum_flavescens,D11,0.04,0.093,1
Veronica_chamaedrys,D11,0.01,0.015,1
Vicia_cracca,D11,0,0.006,0
Vicia_sepium,D11,0,0.005,0
Achillea_millefolium,D12,0.01,0.013,1
Alopecurus_pratensis,D12,0.02,0.051,1
Anthoxanthum_odoratum,D12,0.01,0.014,0
Daucus_carota,D12,0,0.008,0
Galium_album,D12,0,0.005,0
Helictotrichon_pubescens,D12,0.08,0.161,0
Leucanthemum_vulgare,D12,0,0.007,1
Luzula_campestris,D12,0,0,0
Medicago_lupulina,D12,0.03,0.059,1
Onobrychis_viciifolia,D12,0.02,0.039,0
Phleum_pratense,D12,0.07,0.148,0
Poa_angustifolia,D12,0.04,0.076,1
Primula_veris,D12,0.11,0.221,0
Prunella_vulgaris,D12,0.03,0.069,1
Ranunculus_acris,D12,0.01,0.013,0
Ranunculus_bulbosus,D12,0.01,0.027,0
Saxifraga_granulata,D12,0,0.002,0
Tragopogon_pratensis,D12,0.03,0.053,0
Veronica_chamaedrys,D12,0.01,0.031,1
Vicia_cracca,D12,0,0.002,0
Achillea_millefolium,D13,0,0.005,1
Agrostis_capillaris,D13,0,0.008,1
Alopecurus_pratensis,D13,0.01,0.029,0
Bromus_erectus,D13,0.12,0.257,0
Campanula_rotundifolia,D13,0.03,0.07,1
Cardamine_pratensis,D13,0,0,1
Festuca_rubra,D13,0,0.002,0
Geranium_pratense,D13,0,0.006,0
Leucanthemum_vulgare,D13,0,0,0
Luzula_campestris,D13,0,0,0
Onobrychis_viciifolia,D13,0.02,0.042,1
Plantago_lanceolata,D13,0,0,0
Ranunculus_bulbosus,D13,0,0,0
Saxifraga_granulata,D13,0.01,0.017,0
Silene_dioica,D13,0.1,0.209,1
Thymus_pulegioides,D13,0.02,0.043,1
Tragopogon_pratensis,D13,0,0,0
Trisetum_flavescens,D13,0.15,0.304,1
Vicia_cracca,D13,0,0.003,1
Vicia_sepium,D13,0,0.005,0
Agrostis_capillaris,D14,0.02,0.048,1
Alopecurus_pratensis,D14,0.07,0.152,1
Briza_media,D14,0.05,0.104,1
Bromus_erectus,D14,0.14,0.285,0
Campanula_glomerata,D14,0.03,0.063,1
Campanula_patula,D14,0.07,0.151,1
Cardamine_pratensis,D14,0,0.001,0
Galium_album,D14,0,0.006,1
Geranium_pratense,D14,0.03,0.069,0
Leontodon_hispidus,D14,0.01,0.025,0
Leucanthemum_vulgare,D14,0,0.001,1
Luzula_campestris,D14,0,0,0
Onobrychis_viciifolia,D14,0,0.002,0
Poa_angustifolia,D14,0.01,0.012,1
Primula_veris,D14,0,0.008,0
Saxifraga_granulata,D14,0,0.007,0
Silene_flos-cuculi,D14,0.01,0.011,1
Tragopogon_pratensis,D14,0,0.008,0
Vicia_cracca,D14,0,0.004,0
Vicia_sepium,D14,0.02,0.044,0
Bromus_hordeaceus,D15,0.09,0.183,1
Campanula_patula,D15,0.05,0.1,1
Cardamine_pratensis,D15,0,0,0
Crepis_biennis,D15,0,0,0
Cynosurus_cristatus,D15,0.15,0.314,0
Festuca_rubra,D15,0,0,0
Galium_album,D15,0,0,1
Geranium_pratense,D15,0.03,0.066,0
Helictotrichon_pubescens,D15,0.03,0.057,0
Hypochaeris_radicata,D15,0,0,0
Medicago_lupulina,D15,0.02,0.05,0
Onobrychis_viciifolia,D15,0,0,1
Plantago_lanceolata,D15,0,0,1
Poa_angustifolia,D15,0.02,0.046,0
Primula_veris,D15,0.09,0.184,0
Ranunculus_bulbosus,D15,0,0,1
Saxifraga_granulata,D15,0,0,0
Silene_dioica,D15,0,0,0
Tragopogon_pratensis,D15,0,0,0
Vicia_cracca,D15,0,0,0
Achillea_millefolium,D16,0.01,0.014,1
Bromus_erectus,D16,0.11,0.229,0
Bromus_hordeaceus,D16,0.06,0.123,1
Campanula_patula,D16,0.07,0.14,1
Campanula_rotundifolia,D16,0.01,0.023,0
Festuca_rubra,D16,0.02,0.038,0
Geranium_pratense,D16,0.02,0.047,0
Hypochaeris_radicata,D16,0,0.009,0
Leucanthemum_vulgare,D16,0,0.009,1
Luzula_campestris,D16,0,0.001,0
Medicago_lupulina,D16,0.01,0.03,0
Onobrychis_viciifolia,D16,0.01,0.012,0
Phleum_pratense,D16,0.07,0.139,0
Poa_angustifolia,D16,0.03,0.071,0
Prunella_vulgaris,D16,0.02,0.042,1
Ranunculus_acris,D16,0,0.01,1
Saxifraga_granulata,D16,0.01,0.016,0
Thymus_pulegioides,D16,0.01,0.026,1
Tragopogon_pratensis,D16,0.01,0.012,0
Vicia_sepium,D16,0,0.009,0
Achillea_millefolium,De1,0.02,0.041,1
Agrostis_capillaris,De1,0.01,0.014,1
Anthoxanthum_odoratum,De1,0.01,0.021,0
Campanula_glomerata,De1,0.02,0.041,1
Campanula_rotundifolia,De1,0.01,0.027,1
Cynosurus_cristatus,De1,0.02,0.052,0
Galium_album,De1,0.01,0.025,1
Helictotrichon_pubescens,De1,0.04,0.079,0
Hypochaeris_radicata,De1,0,0.005,1
Medicago_lupulina,De1,0.01,0.017,0
Onobrychis_viciifolia,De1,0.06,0.124,1
Poa_angustifolia,De1,0.06,0.134,1
Primula_veris,De1,0.07,0.153,0
Prunella_vulgaris,De1,0.01,0.015,1
Saxifraga_granulata,De1,0,0.007,0
Silene_flos-cuculi,De1,0.01,0.019,1
Thymus_pulegioides,De1,0.01,0.016,0
Tragopogon_pratensis,De1,0.09,0.191,0
Veronica_chamaedrys,De1,0.01,0.01,0
Vicia_sepium,De1,0,0.009,0
Achillea_millefolium,De2,0.03,0.059,1
Bromus_erectus,De2,0.07,0.145,0
Bromus_hordeaceus,De2,0.01,0.019,1
Campanula_glomerata,De2,0.03,0.064,1
Campanula_rotundifolia,De2,0.02,0.045,0
Festuca_rubra,De2,0.03,0.072,0
Hypochaeris_radicata,De2,0,0.003,1
Leontodon_hispidus,De2,0.01,0.029,0
Leucanthemum_vulgare,De2,0.03,0.067,0
Luzula_campestris,De2,0.01,0.016,0
Medicago_lupulina,De2,0.01,0.026,0
Onobrychis_viciifolia,De2,0.05,0.102,1
Phleum_pratense,De2,0.01,0.023,0
Plantago_lanceolata,De2,0.03,0.063,1
Plantago_media,De2,0.03,0.061,1
Silene_flos-cuculi,De2,0.01,0.024,1
Thymus_pulegioides,De2,0.01,0.02,0
Tragopogon_pratensis,De2,0.05,0.097,1
Trisetum_flavescens,De2,0.02,0.04,0
Vicia_cracca,De2,0.01,0.022,0
Briza_media,De3,0.06,0.115,0
Bromus_hordeaceus,De3,0.05,0.112,1
Campanula_glomerata,De3,0.12,0.25,1
Daucus_carota,De3,0,0,0
Helictotrichon_pubescens,De3,0.11,0.231,0
Leucanthemum_vulgare,De3,0,0,1
Luzula_campestris,De3,0,0,0
Medicago_lupulina,De3,0.02,0.05,0
Phleum_pratense,De3,0.02,0.046,0
Plantago_lanceolata,De3,0,0,0
Plantago_media,De3,0,0.002,0
Ranunculus_acris,De3,0,0,0
Saxifraga_granulata,De3,0,0,0
Silene_flos-cuculi,De3,0,0,1
Thymus_pulegioides,De3,0,0,0
Tragopogon_pratensis,De3,0.05,0.097,1
Trisetum_flavescens,De3,0.05,0.097,1
Veronica_chamaedrys,De3,0,0,1
Vicia_cracca,De3,0,0,0
Vicia_sepium,De3,0,0,0
Achillea_millefolium,De4,0.01,0.021,1
Agrostis_capillaris,De4,0,0.002,1
Alopecurus_pratensis,De4,0.01,0.012,1
Briza_media,De4,0.06,0.115,1
Bromus_erectus,De4,0.1,0.218,0
Cardamine_pratensis,De4,0,0.001,0
Daucus_carota,De4,0,0,0
Galium_album,De4,0,0.001,1
Hypochaeris_radicata,De4,0,0,1
Leucanthemum_vulgare,De4,0,0.001,1
Luzula_campestris,De4,0,0,0
Onobrychis_viciifolia,De4,0.02,0.048,0
Plantago_media,De4,0.01,0.018,1
Ranunculus_acris,De4,0,0,0
Ranunculus_bulbosus,De4,0,0.001,0
Silene_dioica,De4,0.1,0.207,1
Thymus_pulegioides,De4,0.05,0.1,1
Trisetum_flavescens,De4,0.12,0.252,1
Vicia_cracca,De4,0,0.001,0
Vicia_sepium,De4,0,0.001,0
Achillea_millefolium,E01,0.0048,0.002,1
Agrostis_capillaris,E01,0.12,0.05,1
Centaurea_jacea,E01,0.0048,0.002,1
Daucus_carota,E01,0.0024,0.001,1
Festuca_rubra,E01,1.08,0.45,1
Festuca_trachyphylla,E01,0.7992,0.333,1
Galium_verum,E01,0.0024,0.001,1
Leontodon_hispidus,E01,0.0024,0.001,0
Leucanthemum_vulgare,E01,0.0072,0.003,1
Lolium_perenne,E01,0.12,0.05,1
Lotus_corniculatus,E01,0.0048,0.002,1
Medicago_lupulina,E01,0.0024,0.001,0
Pimpinella_saxifraga,E01,0.0024,0.001,0
Plantago_lanceolata,E01,0.0024,0.001,1
Poa_pratensis,E01,0.24,0.1,1
Sanguisorba_minor,E01,0.0024,0.001,0
Achillea_millefolium,E02,0.0048,0.002,1
Agrostis_capillaris,E02,0.12,0.05,1
Centaurea_jacea,E02,0.0048,0.002,1
Daucus_carota,E02,0.0024,0.001,1
Festuca_rubra,E02,1.08,0.45,1
Festuca_trachyphylla,E02,0.7992,0.333,1
Galium_verum,E02,0.0024,0.001,1
Leontodon_hispidus,E02,0.0024,0.001,0
Leucanthemum_vulgare,E02,0.0072,0.003,1
Lolium_perenne,E02,0.12,0.05,1
Lotus_corniculatus,E02,0.0048,0.002,1
Medicago_lupulina,E02,0.0024,0.001,0
Pimpinella_saxifraga,E02,0.0024,0.001,0
Plantago_lanceolata,E02,0.0024,0.001,1
Poa_pratensis,E02,0.24,0.1,1
Sanguisorba_minor,E02,0.0024,0.001,1
Achillea_millefolium,E03,0.0048,0.002,1
Agrostis_capillaris,E03,0.12,0.05,1
Centaurea_jacea,E03,0.0048,0.002,1
Daucus_carota,E03,0.0024,0.001,1
Festuca_rubra,E03,1.08,0.45,1
Festuca_trachyphylla,E03,0.7992,0.333,1
Galium_verum,E03,0.0024,0.001,1
Leontodon_hispidus,E03,0.0024,0.001,0
Leucanthemum_vulgare,E03,0.0072,0.003,1
Lolium_perenne,E03,0.12,0.05,1
Lotus_corniculatus,E03,0.0048,0.002,1
Medicago_lupulina,E03,0.0024,0.001,1
Pimpinella_saxifraga,E03,0.0024,0.001,0
Plantago_lanceolata,E03,0.0024,0.001,1
Poa_pratensis,E03,0.24,0.1,1
Sanguisorba_minor,E03,0.0024,0.001,0
Achillea_millefolium,E04,0.0048,0.002,1
Agrostis_capillaris,E04,0.12,0.05,1
Centaurea_jacea,E04,0.0048,0.002,1
Daucus_carota,E04,0.0024,0.001,1
Festuca_rubra,E04,1.08,0.45,1
Festuca_trachyphylla,E04,0.7992,0.333,1
Galium_verum,E04,0.0024,0.001,0
Leontodon_hispidus,E04,0.0024,0.001,0
Leucanthemum_vulgare,E04,0.0072,0.003,1
Lolium_perenne,E04,0.12,0.05,1
Lotus_corniculatus,E04,0.0048,0.002,1
Medicago_lupulina,E04,0.0024,0.001,0
Pimpinella_saxifraga,E04,0.0024,0.001,0
Plantago_lanceolata,E04,0.0024,0.001,1
Poa_pratensis,E04,0.24,0.1,1
Sanguisorba_minor,E04,0.0024,0.001,1
Anthoxanthum_odoratum,E05,0,0,0
Briza_media,E05,0.1,0.203,1
Bromus_hordeaceus,E05,0,0.005,1
Campanula_patula,E05,0,0.01,0
Cynosurus_cristatus,E05,0.03,0.065,0
Geranium_pratense,E05,0.05,0.097,1
Helictotrichon_pubescens,E05,0.01,0.027,0
Hypochaeris_radicata,E05,0,0,0
Leontodon_hispidus,E05,0,0.007,0
Leucanthemum_vulgare,E05,0.07,0.147,1
Onobrychis_viciifolia,E05,0.07,0.15,1
Plantago_lanceolata,E05,0.02,0.033,1
Plantago_media,E05,0.09,0.192,1
Ranunculus_acris,E05,0,0.005,1
Silene_dioica,E05,0,0,0
Thymus_pulegioides,E05,0,0.006,0
Tragopogon_pratensis,E05,0.02,0.051,0
Veronica_chamaedrys,E05,0,0.001,0
Vicia_cracca,E05,0,0,0
Vicia_sepium,E05,0,0,0
Achillea_millefolium,E06,0.09,0.182,1
Agrostis_capillaris,E06,0.01,0.02,1
Alopecurus_pratensis,E06,0.02,0.036,1
Bromus_erectus,E06,0.09,0.184,1
Bromus_hordeaceus,E06,0.01,0.029,1
Crepis_biennis,E06,0.01,0.012,0
Daucus_carota,E06,0.01,0.022,0
Galium_album,E06,0.01,0.021,1
Helictotrichon_pubescens,E06,0.02,0.032,0
Hypochaeris_radicata,E06,0,0.001,0
Leontodon_hispidus,E06,0.03,0.067,1
Leucanthemum_vulgare,E06,0.02,0.05,1
Luzula_campestris,E06,0,0,0
Onobrychis_viciifolia,E06,0.06,0.128,1
Plantago_media,E06,0.07,0.137,1
Ranunculus_acris,E06,0.01,0.017,0
Ranunculus_bulbosus,E06,0.01,0.031,0
Tragopogon_pratensis,E06,0,0.01,0
Vicia_cracca,E06,0.01,0.016,0
Vicia_sepium,E06,0,0.006,1
Achillea_millefolium,E07,0.05,0.115,1
Agrostis_capillaris,E07,0.02,0.037,1
Bromus_erectus,E07,0.06,0.119,0
Campanula_patula,E07,0,0.009,0
Crepis_biennis,E07,0,0.006,0
Cynosurus_cristatus,E07,0.02,0.038,0
Helictotrichon_pubescens,E07,0.01,0.027,0
Hypochaeris_radicata,E07,0,0.002,0
Medicago_lupulina,E07,0.01,0.013,1
Onobrychis_viciifolia,E07,0.06,0.115,0
Plantago_lanceolata,E07,0.03,0.064,1
Primula_veris,E07,0.06,0.121,0
Ranunculus_acris,E07,0.01,0.024,1
Ranunculus_bulbosus,E07,0.04,0.073,1
Saxifraga_granulata,E07,0.01,0.021,0
Silene_flos-cuculi,E07,0.01,0.024,1
Thymus_pulegioides,E07,0.01,0.019,0
Tragopogon_pratensis,E07,0.03,0.071,1
Trisetum_flavescens,E07,0.04,0.079,1
Vicia_cracca,E07,0.01,0.022,0
Anthoxanthum_odoratum,E08,0,0.009,1
Briza_media,E08,0.03,0.064,0
Bromus_erectus,E08,0.08,0.177,1
Bromus_hordeaceus,E08,0.01,0.013,1
Campanula_glomerata,E08,0.02,0.048,1
Campanula_patula,E08,0,0.009,0
Campanula_rotundifolia,E08,0.03,0.07,1
Crepis_biennis,E08,0,0.006,0
Cynosurus_cristatus,E08,0.02,0.037,1
Hypochaeris_radicata,E08,0,0.001,0
Leucanthemum_vulgare,E08,0.07,0.145,1
Luzula_campestris,E08,0.02,0.04,0
Medicago_lupulina,E08,0.01,0.016,0
Onobrychis_viciifolia,E08,0.06,0.133,0
Plantago_media,E08,0.04,0.09,1
Silene_dioica,E08,0,0.001,0
Silene_flos-cuculi,E08,0.01,0.023,1
Thymus_pulegioides,E08,0.01,0.017,1
Tragopogon_pratensis,E08,0.05,0.099,0
Vicia_sepium,E08,0,0.002,0
Agrostis_capillaris,E09,0.01,0.02,1
Briza_media,E09,0.05,0.1,0
Bromus_hordeaceus,E09,0.06,0.118,1
Campanula_glomerata,E09,0.05,0.111,1
Campanula_rotundifolia,E09,0.01,0.023,1
Cardamine_pratensis,E09,0.01,0.013,1
Daucus_carota,E09,0.01,0.014,1
Geranium_pratense,E09,0.05,0.101,0
Helictotrichon_pubescens,E09,0.05,0.107,0
Leucanthemum_vulgare,E09,0.01,0.013,1
Onobrychis_viciifolia,E09,0.04,0.073,1
Poa_angustifolia,E09,0.05,0.104,1
Primula_veris,E09,0.04,0.082,0
Saxifraga_granulata,E09,0,0.008,0
Silene_flos-cuculi,E09,0.01,0.017,1
Thymus_pulegioides,E09,0.01,0.019,0
Tragopogon_pratensis,E09,0.02,0.032,0
Veronica_chamaedrys,E09,0.01,0.018,1
Vicia_cracca,E09,0.01,0.015,0
Vicia_sepium,E09,0.01,0.012,0
Achillea_millefolium,E10,0.02,0.038,1
Alopecurus_pratensis,E10,0.03,0.057,0
Anthoxanthum_odoratum,E10,0,0.007,0
Briza_media,E10,0.1,0.199,1
Bromus_hordeaceus,E10,0.03,0.062,1
Campanula_glomerata,E10,0.06,0.12,1
Campanula_patula,E10,0.01,0.01,1
Cardamine_pratensis,E10,0.01,0.029,1
Cynosurus_cristatus,E10,0.06,0.125,1
Geranium_pratense,E10,0.05,0.099,0
Leucanthemum_vulgare,E10,0.02,0.034,1
Luzula_campestris,E10,0,0,0
Medicago_lupulina,E10,0.01,0.014,1
Onobrychis_viciifolia,E10,0.04,0.086,1
Ranunculus_bulbosus,E10,0.03,0.056,1
Saxifraga_granulata,E10,0,0.001,0
Silene_dioica,E10,0,0.001,0
Tragopogon_pratensis,E10,0.03,0.057,0
Veronica_chamaedrys,E10,0,0.003,0
Vicia_sepium,E10,0,0,0
Alopecurus_pratensis,E11,0.04,0.08,0
Anthoxanthum_odoratum,E11,0.01,0.03,1
Campanula_glomerata,E11,0.04,0.075,1
Campanula_patula,E11,0.01,0.019,1
Campanula_rotundifolia,E11,0,0.01,1
Galium_album,E11,0,0.006,1
Geranium_pratense,E11,0.08,0.168,0
Leontodon_hispidus,E11,0.01,0.023,1
Luzula_campestris,E11,0,0,0
Medicago_lupulina,E11,0.02,0.032,0
Onobrychis_viciifolia,E11,0.03,0.06,0
Phleum_pratense,E11,0.06,0.117,0
Plantago_lanceolata,E11,0.01,0.017,1
Plantago_media,E11,0.01,0.019,1
Poa_angustifolia,E11,0.06,0.117,0
Prunella_vulgaris,E11,0.01,0.02,1
Ranunculus_bulbosus,E11,0.02,0.035,1
Tragopogon_pratensis,E11,0.03,0.058,0
Trisetum_flavescens,E11,0.05,0.106,1
Vicia_cracca,E11,0,0.008,0
Achillea_millefolium,E12,0.05,0.099,1
Anthoxanthum_odoratum,E12,0.01,0.018,1
Bromus_erectus,E12,0.11,0.232,1
Bromus_hordeaceus,E12,0.01,0.028,1
Campanula_glomerata,E12,0.04,0.089,1
Crepis_biennis,E12,0,0.009,0
Daucus_carota,E12,0.03,0.068,1
Galium_album,E12,0.01,0.025,1
Geranium_pratense,E12,0.03,0.053,0
Helictotrichon_pubescens,E12,0.02,0.049,0
Hypochaeris_radicata,E12,0,0.002,0
Luzula_campestris,E12,0.01,0.016,0
Medicago_lupulina,E12,0.03,0.053,0
Ranunculus_acris,E12,0.01,0.029,1
Saxifraga_granulata,E12,0.01,0.022,0
Silene_dioica,E12,0,0.005,0
Silene_flos-cuculi,E12,0.01,0.031,1
Trisetum_flavescens,E12,0.06,0.123,1
Vicia_cracca,E12,0.02,0.04,0
Vicia_sepium,E12,0,0.007,0
Achillea_millefolium,E13,0,0,1
Agrostis_capillaris,E13,0,0,1
Alopecurus_pratensis,E13,0.01,0.018,1
Campanula_glomerata,E13,0.13,0.264,1
Campanula_patula,E13,0,0.001,0
Campanula_rotundifolia,E13,0,0,0
Cardamine_pratensis,E13,0,0.001,1
Helictotrichon_pubescens,E13,0.24,0.491,0
Leucanthemum_vulgare,E13,0,0.001,1
Medicago_lupulina,E13,0.02,0.049,1
Poa_angustifolia,E13,0.02,0.036,1
Prunella_vulgaris,E13,0.01,0.02,1
Ranunculus_acris,E13,0,0.004,1
Ranunculus_bulbosus,E13,0.03,0.058,1
Saxifraga_granulata,E13,0,0,0
Silene_flos-cuculi,E13,0,0,1
Trisetum_flavescens,E13,0.03,0.055,0
Veronica_chamaedrys,E13,0,0.001,0
Vicia_cracca,E13,0,0.001,0
Vicia_sepium,E13,0,0,0
Agrostis_capillaris,E14,0.02,0.045,1
Anthoxanthum_odoratum,E14,0.04,0.074,1
Briza_media,E14,0.05,0.114,0
Bromus_erectus,E14,0.12,0.242,1
Campanula_glomerata,E14,0.06,0.116,1
Cardamine_pratensis,E14,0,0.003,0
Crepis_biennis,E14,0,0.01,1
Geranium_pratense,E14,0.01,0.028,0
Hypochaeris_radicata,E14,0,0.005,0
Leontodon_hispidus,E14,0.01,0.015,1
Medicago_lupulina,E14,0.02,0.04,1
Onobrychis_viciifolia,E14,0,0.007,0
Primula_veris,E14,0.01,0.021,0
Prunella_vulgaris,E14,0.02,0.036,1
Ranunculus_acris,E14,0,0.006,1
Silene_dioica,E14,0.03,0.07,1
Silene_flos-cuculi,E14,0.01,0.014,1
Trisetum_flavescens,E14,0.06,0.125,1
Veronica_chamaedrys,E14,0.01,0.026,1
Vicia_cracca,E14,0,0.003,0
Alopecurus_pratensis,E15,0.04,0.083,0
Anthoxanthum_odoratum,E15,0.03,0.065,0
Briza_media,E15,0.05,0.111,1
Bromus_erectus,E15,0.15,0.317,1
Campanula_patula,E15,0.08,0.171,1
Campanula_rotundifolia,E15,0.01,0.015,1
Cardamine_pratensis,E15,0,0.005,1
Daucus_carota,E15,0,0.005,1
Festuca_rubra,E15,0.01,0.023,0
Galium_album,E15,0,0.007,1
Luzula_campestris,E15,0,0,0
Onobrychis_viciifolia,E15,0.01,0.018,1
Primula_veris,E15,0.02,0.035,0
Prunella_vulgaris,E15,0.03,0.07,1
Ranunculus_acris,E15,0,0.01,1
Ranunculus_bulbosus,E15,0,0.008,1
Saxifraga_granulata,E15,0,0.009,0
Silene_flos-cuculi,E15,0.01,0.017,1
Vicia_cracca,E15,0,0.009,0
Vicia_sepium,E15,0.01,0.023,1
Agrostis_capillaris,E16,0.02,0.036,1
Alopecurus_pratensis,E16,0.07,0.137,0
Anthoxanthum_odoratum,E16,0.07,0.137,1
Bromus_erectus,E16,0.14,0.282,0
Campanula_glomerata,E16,0.11,0.225,1
Campanula_rotundifolia,E16,0,0.008,1
Cardamine_pratensis,E16,0,0,1
Daucus_carota,E16,0,0.001,0
